event_id,customer_id,event_type,event_date,device,session_minutes
22638,CUST_02904,checkout,2024-04-17 11:00:00,Desktop,12.0
22639,CUST_03047,wishlist,2023-04-23 11:00:00,Android,2.5
22640,CUST_03848,add_to_cart,2023-06-27 23:00:00,Desktop,5.4
22641,CUST_02253,page_view,2022-05-05 12:00:00,iOS,8.3
22642,CUST_04586,page_view,2022-07-04 17:00:00,Android,15.1
22643,CUST_01717,wishlist,2023-07-28 19:00:00,Android,2.6
22644,CUST_02495,add_to_cart,2023-03-28 11:00:00,iOS,3.6
22645,CUST_04680,add_to_cart,2022-12-19 10:00:00,Android,3.0
22646,CUST_02573,wishlist,2023-12-16 10:00:00,Desktop,13.1
22647,CUST_00707,page_view,2024-04-18 09:00:00,Desktop,2.7
22648,CUST_01339,checkout,2023-01-14 18:00:00,iOS,11.4
22649,CUST_03703,add_to_cart,2022-02-20 13:00:00,iOS,13.0
22650,CUST_02954,add_to_cart,2022-08-01 19:00:00,Desktop,3.6
22651,CUST_04385,search,2024-03-27 17:00:00,Android,3.2
22652,CUST_02076,page_view,2023-01-26 14:00:00,iOS,1.8
22653,CUST_03669,add_to_cart,2023-02-18 03:00:00,Android,4.1
22654,CUST_00858,product_click,2023-08-16 13:00:00,Android,4.4
22655,CUST_01467,add_to_cart,2022-03-12 12:00:00,Android,2.8
22656,CUST_01097,checkout,2024-02-05 18:00:00,Desktop,14.7
22657,CUST_00604,wishlist,2022-05-27 02:00:00,Desktop,10.0
22658,CUST_02130,wishlist,2022-07-30 15:00:00,Android,7.0
22659,CUST_00735,page_view,2023-09-14 07:00:00,Desktop,2.6
22660,CUST_02960,page_view,2023-06-14 13:00:00,Android,4.8
22661,CUST_03884,page_view,2022-01-29 04:00:00,Android,11.0
22662,CUST_02200,product_click,2023-12-02 08:00:00,iOS,12.1
22663,CUST_00351,checkout,2024-06-10 03:00:00,iOS,10.4
22664,CUST_00192,page_view,2022-05-29 12:00:00,Android,11.0
22665,CUST_04008,checkout,2023-06-22 17:00:00,Android,11.7
22666,CUST_00332,checkout,2023-02-28 12:00:00,iOS,14.1
22667,CUST_02966,add_to_cart,2022-09-12 15:00:00,Android,12.8
22668,CUST_01003,add_to_cart,2024-05-25 12:00:00,Desktop,18.3
22669,CUST_04211,search,2022-01-22 17:00:00,Android,6.7
22670,CUST_03353,product_click,2022-06-23 14:00:00,Desktop,5.2
22671,CUST_04674,search,2022-07-28 21:00:00,iOS,2.8
22672,CUST_00201,add_to_cart,2024-01-07 12:00:00,iOS,8.4
22673,CUST_00329,search,2023-11-02 22:00:00,Desktop,10.0
22674,CUST_02341,add_to_cart,2022-01-04 14:00:00,iOS,1.9
22675,CUST_04111,add_to_cart,2022-09-14 04:00:00,Android,3.5
22676,CUST_01359,page_view,2024-06-05 00:00:00,iOS,9.6
22677,CUST_02902,search,2022-06-12 13:00:00,Android,4.7
22678,CUST_01890,page_view,2023-06-10 14:00:00,Tablet,2.6
22679,CUST_04216,add_to_cart,2023-10-13 21:00:00,iOS,6.4
22680,CUST_02651,page_view,2023-02-09 10:00:00,Desktop,3.9
22681,CUST_01600,checkout,2023-06-25 11:00:00,iOS,10.5
22682,CUST_00567,page_view,2024-01-24 23:00:00,iOS,16.9
22683,CUST_00710,wishlist,2023-04-21 03:00:00,Android,7.3
22684,CUST_04467,checkout,2023-06-18 01:00:00,iOS,12.7
22685,CUST_01779,add_to_cart,2022-12-10 16:00:00,Android,7.4
22686,CUST_00976,page_view,2023-06-13 19:00:00,iOS,11.2
22687,CUST_03928,page_view,2023-04-02 23:00:00,Android,3.5
22688,CUST_01748,search,2022-01-17 00:00:00,Android,6.4
22689,CUST_01868,app_open,2022-06-14 01:00:00,Desktop,8.4
22690,CUST_01824,search,2024-05-08 05:00:00,iOS,12.3
22691,CUST_01133,search,2022-01-05 13:00:00,Android,8.1
22692,CUST_01352,search,2023-09-30 08:00:00,iOS,13.4
22693,CUST_00143,add_to_cart,2023-12-19 13:00:00,iOS,9.1
22694,CUST_03424,checkout,2023-02-17 20:00:00,iOS,11.3
22695,CUST_04405,product_click,2023-08-11 05:00:00,Desktop,13.5
22696,CUST_03722,search,2022-03-11 00:00:00,Android,4.3
22697,CUST_04210,page_view,2024-02-19 06:00:00,iOS,10.6
22698,CUST_01339,add_to_cart,2022-08-13 19:00:00,iOS,1.2
22699,CUST_02643,page_view,2023-05-05 05:00:00,Desktop,5.5
22700,CUST_03332,page_view,2024-05-04 03:00:00,iOS,9.3
22701,CUST_03031,page_view,2022-03-04 07:00:00,Android,10.6
22702,CUST_02595,page_view,2022-11-23 01:00:00,iOS,4.2
22703,CUST_00034,search,2023-06-04 13:00:00,iOS,6.6
22704,CUST_00297,search,2023-08-07 00:00:00,iOS,14.9
22705,CUST_00752,search,2022-10-23 08:00:00,Android,1.5
22706,CUST_00116,checkout,2023-07-05 21:00:00,Desktop,9.2
22707,CUST_01793,page_view,2024-04-13 21:00:00,iOS,9.5
22708,CUST_03019,checkout,2024-04-07 23:00:00,Desktop,8.8
22709,CUST_04066,search,2022-08-18 04:00:00,iOS,5.7
22710,CUST_04042,wishlist,2023-10-05 15:00:00,Android,6.9
22711,CUST_02089,search,2022-07-05 00:00:00,Android,14.4
22712,CUST_03899,checkout,2022-04-29 23:00:00,Android,10.7
22713,CUST_02655,page_view,2023-07-02 23:00:00,Desktop,10.2
22714,CUST_01942,search,2022-01-16 12:00:00,Tablet,11.7
22715,CUST_04331,search,2023-11-21 03:00:00,Desktop,12.8
22716,CUST_00645,add_to_cart,2024-01-25 18:00:00,Tablet,3.5
22717,CUST_00415,page_view,2023-02-23 05:00:00,iOS,14.5
22718,CUST_04397,page_view,2023-03-04 12:00:00,iOS,9.0
22719,CUST_02359,page_view,2024-05-22 20:00:00,iOS,3.5
22720,CUST_01801,add_to_cart,2022-09-12 07:00:00,iOS,5.2
22721,CUST_02350,add_to_cart,2024-01-07 23:00:00,Android,6.3
22722,CUST_00892,checkout,2022-12-07 20:00:00,Android,12.0
22723,CUST_03312,checkout,2023-08-25 06:00:00,Android,8.5
22724,CUST_02572,page_view,2022-01-24 16:00:00,Desktop,12.2
22725,CUST_02447,wishlist,2024-03-24 22:00:00,iOS,7.4
22726,CUST_01880,page_view,2024-05-11 15:00:00,iOS,3.7
22727,CUST_04354,checkout,2023-10-22 03:00:00,Desktop,14.6
22728,CUST_03125,product_click,2023-07-19 19:00:00,iOS,6.9
22729,CUST_04650,app_open,2023-02-14 07:00:00,Desktop,7.1
22730,CUST_03300,page_view,2023-11-02 03:00:00,Desktop,8.7
22731,CUST_01856,page_view,2023-10-26 18:00:00,Android,11.8
22732,CUST_01488,checkout,2022-01-05 11:00:00,Android,15.4
22733,CUST_03070,search,2023-05-07 06:00:00,iOS,5.3
22734,CUST_00125,page_view,2022-01-03 14:00:00,Desktop,7.4
22735,CUST_01417,app_open,2022-03-24 03:00:00,Desktop,11.0
22736,CUST_03721,add_to_cart,2023-05-27 08:00:00,Desktop,8.0
22737,CUST_02034,page_view,2023-07-27 20:00:00,Desktop,9.6
22738,CUST_03935,search,2024-02-25 08:00:00,iOS,7.2
22739,CUST_04313,search,2023-02-21 21:00:00,Android,8.0
22740,CUST_01678,page_view,2022-02-05 18:00:00,Android,12.9
22741,CUST_02363,page_view,2023-04-23 19:00:00,Desktop,4.0
22742,CUST_03391,product_click,2022-08-27 18:00:00,Desktop,5.2
22743,CUST_00229,page_view,2022-03-05 09:00:00,iOS,9.7
22744,CUST_03220,add_to_cart,2023-07-29 14:00:00,Android,0.7
22745,CUST_04868,add_to_cart,2023-12-17 23:00:00,iOS,13.3
22746,CUST_01326,search,2022-05-13 23:00:00,Desktop,4.3
22747,CUST_03548,add_to_cart,2022-05-30 00:00:00,Android,11.7
22748,CUST_00981,add_to_cart,2023-07-14 13:00:00,Desktop,11.7
22749,CUST_02585,page_view,2022-05-23 20:00:00,iOS,9.0
22750,CUST_00630,wishlist,2023-12-18 04:00:00,Android,2.1
22751,CUST_03735,wishlist,2024-01-21 09:00:00,iOS,10.8
22752,CUST_01753,add_to_cart,2022-05-21 19:00:00,Desktop,10.5
22753,CUST_03443,add_to_cart,2024-02-26 06:00:00,Android,9.4
22754,CUST_00695,wishlist,2024-05-30 08:00:00,Android,8.6
22755,CUST_01099,add_to_cart,2024-04-18 06:00:00,Desktop,15.1
22756,CUST_03808,checkout,2023-12-07 12:00:00,Desktop,12.3
22757,CUST_03732,search,2023-09-03 05:00:00,Android,13.9
22758,CUST_01672,page_view,2022-08-08 07:00:00,Desktop,15.0
22759,CUST_03201,add_to_cart,2022-04-13 23:00:00,iOS,3.5
22760,CUST_01074,page_view,2022-07-09 14:00:00,iOS,8.2
22761,CUST_03119,page_view,2023-02-09 21:00:00,Desktop,5.7
22762,CUST_04206,page_view,2022-10-12 20:00:00,iOS,8.6
22763,CUST_01478,app_open,2023-06-10 07:00:00,Android,9.5
22764,CUST_01156,page_view,2022-04-07 09:00:00,iOS,5.3
22765,CUST_04278,page_view,2022-06-12 22:00:00,Desktop,12.7
22766,CUST_01435,checkout,2022-10-27 21:00:00,Android,2.1
22767,CUST_01643,page_view,2022-04-28 04:00:00,Desktop,5.0
22768,CUST_03882,checkout,2023-02-01 13:00:00,Android,10.4
22769,CUST_00853,add_to_cart,2024-02-03 12:00:00,Desktop,5.2
22770,CUST_02768,product_click,2024-01-26 10:00:00,Android,4.0
22771,CUST_00016,product_click,2023-12-16 16:00:00,iOS,0.4
22772,CUST_04413,wishlist,2023-03-20 05:00:00,Desktop,12.2
22773,CUST_03041,wishlist,2023-10-17 23:00:00,Android,14.6
22774,CUST_03371,search,2022-12-21 09:00:00,Desktop,5.1
22775,CUST_03831,page_view,2023-04-14 22:00:00,iOS,8.1
22776,CUST_04287,checkout,2022-08-07 22:00:00,Android,10.8
22777,CUST_04484,wishlist,2023-05-04 13:00:00,Tablet,2.5
22778,CUST_01331,search,2023-08-16 01:00:00,Desktop,13.0
22779,CUST_00340,product_click,2022-08-12 11:00:00,Desktop,5.0
22780,CUST_04094,wishlist,2023-03-15 01:00:00,Desktop,5.6
22781,CUST_00640,add_to_cart,2023-06-28 09:00:00,Desktop,6.4
22782,CUST_01792,product_click,2024-05-03 22:00:00,Desktop,5.7
22783,CUST_02416,product_click,2023-04-17 00:00:00,Android,4.9
22784,CUST_01905,page_view,2023-03-21 13:00:00,iOS,4.0
22785,CUST_04644,search,2022-05-10 07:00:00,Android,10.3
22786,CUST_00843,search,2023-08-18 19:00:00,Android,2.6
22787,CUST_02171,wishlist,2022-01-29 06:00:00,Desktop,12.0
22788,CUST_02094,search,2023-07-15 08:00:00,iOS,6.1
22789,CUST_02311,search,2023-08-07 01:00:00,Desktop,19.0
22790,CUST_02072,product_click,2023-05-30 10:00:00,Desktop,4.0
22791,CUST_00604,page_view,2024-02-25 05:00:00,iOS,21.8
22792,CUST_04902,add_to_cart,2024-05-11 03:00:00,Desktop,8.8
22793,CUST_01954,search,2022-10-09 21:00:00,Android,6.4
22794,CUST_00236,product_click,2023-12-19 08:00:00,iOS,11.0
22795,CUST_03081,page_view,2022-01-22 08:00:00,iOS,8.1
22796,CUST_03311,add_to_cart,2022-04-27 15:00:00,iOS,8.0
22797,CUST_02017,wishlist,2022-05-30 21:00:00,iOS,2.3
22798,CUST_04604,add_to_cart,2022-11-11 05:00:00,Android,9.2
22799,CUST_04539,search,2024-04-04 07:00:00,Tablet,3.6
22800,CUST_04172,wishlist,2022-12-31 06:00:00,Desktop,10.7
22801,CUST_04626,add_to_cart,2024-02-22 13:00:00,iOS,10.4
22802,CUST_00377,add_to_cart,2022-03-15 00:00:00,Android,3.6
22803,CUST_00725,add_to_cart,2022-07-13 18:00:00,Android,11.2
22804,CUST_01477,checkout,2023-12-23 06:00:00,iOS,9.8
22805,CUST_01332,page_view,2023-09-07 15:00:00,Android,2.9
22806,CUST_04131,add_to_cart,2024-01-26 23:00:00,Android,2.0
22807,CUST_02999,app_open,2023-04-14 07:00:00,Android,12.3
22808,CUST_04234,add_to_cart,2022-07-07 19:00:00,iOS,4.0
22809,CUST_00372,page_view,2024-03-26 18:00:00,iOS,15.9
22810,CUST_02202,checkout,2022-01-22 04:00:00,Android,0.3
22811,CUST_02124,page_view,2023-12-16 05:00:00,iOS,12.9
22812,CUST_00633,product_click,2023-12-06 20:00:00,Android,9.4
22813,CUST_02417,add_to_cart,2024-03-20 15:00:00,iOS,8.7
22814,CUST_03698,checkout,2022-10-26 11:00:00,iOS,3.1
22815,CUST_01498,add_to_cart,2023-10-15 08:00:00,iOS,9.7
22816,CUST_01475,app_open,2022-03-06 19:00:00,Android,14.6
22817,CUST_03243,page_view,2022-05-09 09:00:00,Desktop,13.8
22818,CUST_01111,product_click,2024-02-08 09:00:00,Android,4.0
22819,CUST_02006,search,2024-06-16 06:00:00,Android,7.6
22820,CUST_03133,add_to_cart,2022-04-14 04:00:00,Android,22.0
22821,CUST_04642,page_view,2023-05-22 06:00:00,Desktop,12.0
22822,CUST_04055,checkout,2022-04-02 07:00:00,Android,7.1
22823,CUST_00877,page_view,2022-12-29 05:00:00,iOS,9.7
22824,CUST_03668,page_view,2022-06-12 19:00:00,Desktop,7.0
22825,CUST_01374,checkout,2022-06-13 16:00:00,Android,2.8
22826,CUST_02967,checkout,2022-01-30 15:00:00,Desktop,4.5
22827,CUST_00482,search,2024-05-07 19:00:00,Android,17.0
22828,CUST_00440,search,2022-03-15 11:00:00,Android,11.9
22829,CUST_02069,page_view,2023-07-03 04:00:00,iOS,10.0
22830,CUST_04952,search,2023-10-05 07:00:00,iOS,1.1
22831,CUST_01234,page_view,2022-05-19 02:00:00,Android,5.0
22832,CUST_03175,page_view,2024-05-30 08:00:00,Android,8.7
22833,CUST_01181,page_view,2024-05-31 15:00:00,Android,8.7
22834,CUST_04237,search,2022-08-18 03:00:00,Android,14.8
22835,CUST_00804,checkout,2024-01-28 13:00:00,Android,4.7
22836,CUST_02861,page_view,2022-02-06 08:00:00,Android,7.0
22837,CUST_00928,search,2023-07-20 20:00:00,Android,9.0
22838,CUST_04625,search,2022-09-18 16:00:00,iOS,5.3
22839,CUST_04378,product_click,2023-10-30 13:00:00,Android,12.4
22840,CUST_01622,wishlist,2024-05-12 14:00:00,Android,6.1
22841,CUST_02016,checkout,2024-05-02 04:00:00,iOS,7.6
22842,CUST_01526,checkout,2023-10-08 14:00:00,iOS,2.3
22843,CUST_01933,search,2024-05-17 17:00:00,Android,6.9
22844,CUST_04591,wishlist,2023-09-14 12:00:00,iOS,18.2
22845,CUST_03197,page_view,2024-05-29 23:00:00,Desktop,6.3
22846,CUST_02566,page_view,2023-06-02 19:00:00,iOS,11.7
22847,CUST_02344,add_to_cart,2024-01-19 09:00:00,Android,14.6
22848,CUST_02254,page_view,2022-04-17 07:00:00,Tablet,16.3
22849,CUST_03960,product_click,2023-09-03 16:00:00,Android,14.4
22850,CUST_02041,page_view,2022-05-08 13:00:00,Android,3.0
22851,CUST_03457,page_view,2023-02-08 20:00:00,Android,4.5
22852,CUST_02565,product_click,2022-03-25 06:00:00,Desktop,7.9
22853,CUST_00431,checkout,2024-03-09 23:00:00,Desktop,15.0
22854,CUST_04990,page_view,2023-02-12 06:00:00,Desktop,5.0
22855,CUST_03710,page_view,2022-01-10 23:00:00,Desktop,7.0
22856,CUST_02997,checkout,2022-04-23 16:00:00,Desktop,6.7
22857,CUST_02036,add_to_cart,2022-05-25 22:00:00,Desktop,0.4
22858,CUST_02494,app_open,2023-06-04 16:00:00,Tablet,11.8
22859,CUST_00847,page_view,2022-08-19 19:00:00,iOS,10.9
22860,CUST_00136,page_view,2023-07-27 14:00:00,Desktop,2.6
22861,CUST_03571,page_view,2023-07-11 11:00:00,Android,7.3
22862,CUST_02685,search,2022-04-22 09:00:00,Android,6.0
22863,CUST_00059,page_view,2022-11-13 23:00:00,Desktop,12.1
22864,CUST_04164,add_to_cart,2022-08-10 16:00:00,iOS,6.7
22865,CUST_01161,search,2022-03-28 22:00:00,Android,11.4
22866,CUST_03580,checkout,2024-01-05 14:00:00,iOS,5.4
22867,CUST_04482,wishlist,2022-11-17 16:00:00,Tablet,3.0
22868,CUST_03047,page_view,2023-06-04 02:00:00,Desktop,9.8
22869,CUST_02935,checkout,2022-09-13 12:00:00,Android,13.0
22870,CUST_03099,search,2023-04-18 16:00:00,Tablet,12.0
22871,CUST_04802,product_click,2022-02-13 01:00:00,iOS,15.0
22872,CUST_03065,add_to_cart,2022-01-21 14:00:00,iOS,13.4
22873,CUST_01815,product_click,2023-05-19 02:00:00,iOS,6.4
22874,CUST_00216,page_view,2023-11-22 09:00:00,Android,6.3
22875,CUST_00138,search,2024-01-07 18:00:00,Desktop,1.9
22876,CUST_04816,wishlist,2022-11-12 00:00:00,Android,15.4
22877,CUST_00711,page_view,2024-04-12 05:00:00,Desktop,8.0
22878,CUST_03794,add_to_cart,2023-11-01 17:00:00,Android,2.0
22879,CUST_01262,page_view,2023-05-13 21:00:00,Android,3.2
22880,CUST_01219,page_view,2023-06-12 03:00:00,Desktop,6.1
22881,CUST_00958,wishlist,2024-03-14 10:00:00,Desktop,14.0
22882,CUST_00247,search,2022-12-24 22:00:00,Android,6.8
22883,CUST_02518,product_click,2024-02-11 17:00:00,Desktop,2.5
22884,CUST_02209,page_view,2023-11-20 09:00:00,Tablet,3.7
22885,CUST_00008,page_view,2022-03-26 16:00:00,iOS,15.9
22886,CUST_03208,product_click,2023-11-08 01:00:00,Tablet,5.0
22887,CUST_04178,page_view,2023-03-27 19:00:00,Android,6.3
22888,CUST_00005,page_view,2023-04-29 00:00:00,Android,4.7
22889,CUST_02168,page_view,2022-07-15 16:00:00,iOS,14.6
22890,CUST_00055,product_click,2022-01-21 18:00:00,Desktop,9.7
22891,CUST_01554,search,2024-02-12 20:00:00,Android,4.3
22892,CUST_01021,page_view,2022-06-25 15:00:00,Desktop,5.8
22893,CUST_04627,wishlist,2022-03-05 19:00:00,Tablet,8.0
22894,CUST_04657,wishlist,2023-10-26 00:00:00,Android,6.1
22895,CUST_01811,add_to_cart,2023-02-22 19:00:00,Android,2.7
22896,CUST_00846,add_to_cart,2023-08-20 14:00:00,Android,6.7
22897,CUST_02330,wishlist,2022-09-28 01:00:00,Tablet,8.4
22898,CUST_00249,page_view,2022-03-05 23:00:00,iOS,5.7
22899,CUST_02852,page_view,2022-03-10 13:00:00,Android,5.1
22900,CUST_03727,product_click,2024-02-29 12:00:00,iOS,2.6
22901,CUST_01927,checkout,2023-08-08 10:00:00,Android,5.4
22902,CUST_04582,page_view,2022-12-17 02:00:00,Desktop,10.9
22903,CUST_04286,checkout,2023-11-10 22:00:00,iOS,14.2
22904,CUST_01174,add_to_cart,2024-04-30 20:00:00,Desktop,5.5
22905,CUST_02683,search,2022-10-18 22:00:00,Desktop,9.3
22906,CUST_02463,page_view,2022-08-24 19:00:00,iOS,14.9
22907,CUST_02499,page_view,2023-08-12 11:00:00,Desktop,8.6
22908,CUST_02965,page_view,2023-04-04 06:00:00,Android,0.5
22909,CUST_00494,product_click,2024-04-20 16:00:00,iOS,8.0
22910,CUST_01989,checkout,2023-08-04 03:00:00,Desktop,9.4
22911,CUST_02670,product_click,2022-07-04 21:00:00,Tablet,2.6
22912,CUST_01799,page_view,2022-06-30 14:00:00,iOS,6.9
22913,CUST_00397,product_click,2023-03-15 02:00:00,iOS,8.2
22914,CUST_03558,page_view,2024-02-10 09:00:00,Desktop,8.7
22915,CUST_01891,wishlist,2023-12-19 21:00:00,Android,4.4
22916,CUST_03115,page_view,2023-07-08 10:00:00,Desktop,19.0
22917,CUST_00915,wishlist,2024-01-02 07:00:00,Android,8.0
22918,CUST_02017,page_view,2022-06-08 18:00:00,Android,5.3
22919,CUST_00982,wishlist,2022-11-24 19:00:00,iOS,5.8
22920,CUST_03511,add_to_cart,2022-02-14 15:00:00,Desktop,3.7
22921,CUST_00643,product_click,2024-04-24 12:00:00,Tablet,17.7
22922,CUST_02173,add_to_cart,2022-03-24 06:00:00,Tablet,8.6
22923,CUST_02294,page_view,2022-06-06 18:00:00,Android,4.8
22924,CUST_02318,page_view,2022-06-14 11:00:00,iOS,0.6
22925,CUST_04303,page_view,2023-09-20 08:00:00,Android,2.0
22926,CUST_03330,wishlist,2024-03-07 15:00:00,Android,3.8
22927,CUST_03328,add_to_cart,2022-08-18 18:00:00,iOS,0.8
22928,CUST_02095,add_to_cart,2022-07-22 00:00:00,Android,5.5
22929,CUST_01276,wishlist,2023-08-23 20:00:00,Desktop,7.3
22930,CUST_00776,search,2023-09-20 00:00:00,iOS,11.2
22931,CUST_01129,wishlist,2022-03-31 14:00:00,iOS,5.6
22932,CUST_04906,page_view,2022-09-01 18:00:00,Desktop,16.1
22933,CUST_01162,add_to_cart,2023-10-14 03:00:00,Android,8.5
22934,CUST_01329,page_view,2022-08-13 19:00:00,Desktop,10.4
22935,CUST_02659,page_view,2022-11-10 16:00:00,iOS,7.9
22936,CUST_00600,page_view,2024-03-18 01:00:00,Android,8.2
22937,CUST_03384,search,2022-10-20 21:00:00,Android,7.7
22938,CUST_02325,checkout,2024-01-10 13:00:00,Android,3.3
22939,CUST_04467,page_view,2022-08-31 15:00:00,Android,8.0
22940,CUST_01504,wishlist,2022-02-09 16:00:00,Desktop,10.5
22941,CUST_03190,page_view,2022-04-23 03:00:00,iOS,15.2
22942,CUST_03623,product_click,2023-08-15 13:00:00,Android,13.0
22943,CUST_04437,wishlist,2022-06-18 05:00:00,Android,1.0
22944,CUST_03272,search,2022-09-25 09:00:00,Android,4.8
22945,CUST_03526,search,2022-03-16 02:00:00,Android,1.0
22946,CUST_02069,product_click,2023-12-02 23:00:00,Desktop,4.3
22947,CUST_03892,add_to_cart,2024-01-05 09:00:00,Desktop,10.3
22948,CUST_01184,page_view,2022-01-28 18:00:00,Desktop,8.6
22949,CUST_02439,add_to_cart,2022-02-13 20:00:00,Android,16.2
22950,CUST_04468,search,2024-05-29 18:00:00,Android,18.5
22951,CUST_01279,add_to_cart,2022-05-13 15:00:00,Desktop,19.4
22952,CUST_03564,product_click,2023-07-18 15:00:00,Android,6.4
22953,CUST_02867,add_to_cart,2023-05-30 18:00:00,Desktop,2.3
22954,CUST_03198,page_view,2023-12-02 13:00:00,Android,1.4
22955,CUST_04222,checkout,2022-06-25 10:00:00,iOS,15.0
22956,CUST_04928,page_view,2022-01-01 08:00:00,iOS,9.4
22957,CUST_04881,page_view,2023-02-09 01:00:00,Desktop,11.9
22958,CUST_03741,product_click,2023-02-08 06:00:00,iOS,3.0
22959,CUST_01096,add_to_cart,2023-10-07 19:00:00,Android,8.9
22960,CUST_01874,page_view,2022-11-09 03:00:00,Android,12.2
22961,CUST_01709,add_to_cart,2023-01-25 18:00:00,Android,1.1
22962,CUST_02176,wishlist,2022-11-13 19:00:00,Android,0.4
22963,CUST_02446,wishlist,2024-05-02 02:00:00,iOS,20.7
22964,CUST_02501,product_click,2023-05-04 06:00:00,Android,3.4
22965,CUST_00524,search,2024-02-21 05:00:00,iOS,10.2
22966,CUST_02748,page_view,2023-05-21 09:00:00,iOS,4.9
22967,CUST_00877,add_to_cart,2023-10-14 13:00:00,Desktop,2.6
22968,CUST_04717,app_open,2023-03-16 09:00:00,Tablet,3.9
22969,CUST_03694,checkout,2024-01-13 00:00:00,Android,2.8
22970,CUST_00486,product_click,2022-11-07 20:00:00,Android,14.7
22971,CUST_01503,page_view,2023-07-07 16:00:00,Android,9.9
22972,CUST_04632,page_view,2023-07-04 21:00:00,Android,5.9
22973,CUST_03694,page_view,2024-06-01 06:00:00,Android,0.9
22974,CUST_00265,search,2022-03-03 10:00:00,Desktop,0.3
22975,CUST_00313,page_view,2023-04-27 14:00:00,Desktop,7.7
22976,CUST_00278,add_to_cart,2022-05-08 03:00:00,Android,3.4
22977,CUST_03340,add_to_cart,2023-06-28 00:00:00,iOS,7.8
22978,CUST_00153,product_click,2022-11-21 11:00:00,Android,9.4
22979,CUST_03305,product_click,2023-06-25 22:00:00,Desktop,5.9
22980,CUST_04910,page_view,2024-01-15 22:00:00,iOS,7.1
22981,CUST_02943,wishlist,2022-09-09 17:00:00,Desktop,12.4
22982,CUST_01031,add_to_cart,2022-03-31 13:00:00,Desktop,7.1
22983,CUST_00043,add_to_cart,2022-12-23 02:00:00,iOS,13.6
22984,CUST_00045,page_view,2022-01-18 11:00:00,Desktop,12.5
22985,CUST_04329,checkout,2024-01-25 02:00:00,iOS,3.8
22986,CUST_02431,page_view,2023-12-12 10:00:00,Desktop,10.5
22987,CUST_04841,add_to_cart,2022-08-02 11:00:00,Android,3.8
22988,CUST_01619,page_view,2022-03-09 22:00:00,Tablet,8.5
22989,CUST_03409,page_view,2022-04-07 13:00:00,Desktop,17.5
22990,CUST_02757,wishlist,2022-07-01 13:00:00,Android,5.9
22991,CUST_04916,search,2024-04-27 21:00:00,iOS,2.3
22992,CUST_00464,product_click,2022-06-07 08:00:00,Android,11.2
22993,CUST_00421,page_view,2023-03-30 15:00:00,Desktop,10.2
22994,CUST_03410,checkout,2023-02-27 19:00:00,Android,14.6
22995,CUST_03383,product_click,2022-10-23 10:00:00,iOS,5.2
22996,CUST_03360,page_view,2023-12-01 15:00:00,iOS,4.0
22997,CUST_03253,wishlist,2023-12-18 05:00:00,Android,7.5
22998,CUST_02027,product_click,2023-08-28 23:00:00,Desktop,10.1
22999,CUST_01947,page_view,2024-06-07 22:00:00,iOS,17.2
23000,CUST_01400,checkout,2022-09-12 14:00:00,Android,6.0
23001,CUST_01402,page_view,2024-01-17 13:00:00,Android,10.9
23002,CUST_03281,wishlist,2023-04-11 12:00:00,Android,9.8
23003,CUST_00967,product_click,2022-02-06 04:00:00,iOS,10.4
23004,CUST_00902,page_view,2023-01-29 00:00:00,iOS,3.9
23005,CUST_03984,add_to_cart,2022-09-18 13:00:00,iOS,8.6
23006,CUST_03340,app_open,2023-01-17 00:00:00,iOS,4.5
23007,CUST_03669,page_view,2022-02-08 07:00:00,Desktop,11.4
23008,CUST_04542,add_to_cart,2022-01-28 09:00:00,iOS,12.0
23009,CUST_02754,page_view,2022-01-27 05:00:00,iOS,4.2
23010,CUST_01079,checkout,2022-12-19 12:00:00,Android,3.9
23011,CUST_02834,search,2022-04-23 23:00:00,Desktop,9.2
23012,CUST_04328,search,2024-06-15 12:00:00,Android,0.6
23013,CUST_03686,product_click,2023-04-21 22:00:00,Desktop,6.8
23014,CUST_00889,wishlist,2023-03-05 00:00:00,iOS,1.8
23015,CUST_01881,add_to_cart,2022-12-29 20:00:00,Android,10.3
23016,CUST_02984,wishlist,2024-02-06 16:00:00,Android,6.2
23017,CUST_00889,page_view,2023-07-21 01:00:00,iOS,4.3
23018,CUST_03894,search,2022-08-03 11:00:00,iOS,8.6
23019,CUST_03860,wishlist,2023-09-03 17:00:00,iOS,10.7
23020,CUST_04182,wishlist,2022-01-10 23:00:00,Android,1.3
23021,CUST_01167,add_to_cart,2023-08-15 20:00:00,Android,2.7
23022,CUST_03250,product_click,2024-01-11 23:00:00,iOS,11.6
23023,CUST_00242,search,2022-08-18 15:00:00,Desktop,14.7
23024,CUST_03948,page_view,2024-04-26 15:00:00,Android,9.2
23025,CUST_02470,page_view,2023-03-29 04:00:00,Tablet,12.5
23026,CUST_02501,checkout,2022-10-27 22:00:00,Android,8.0
23027,CUST_01919,page_view,2022-11-20 19:00:00,Android,8.0
23028,CUST_02699,search,2022-05-09 20:00:00,Android,5.7
23029,CUST_01742,page_view,2024-05-24 04:00:00,Android,6.2
23030,CUST_02270,page_view,2022-01-14 12:00:00,iOS,17.0
23031,CUST_00675,checkout,2022-03-25 01:00:00,Desktop,13.9
23032,CUST_01390,page_view,2022-02-15 03:00:00,Tablet,12.0
23033,CUST_01975,app_open,2023-07-18 15:00:00,iOS,4.6
