txn_id,customer_id,txn_date,amount,category,channel,is_returned,payment_method,net_amount,txn_year_month
TXN_0014547,CUST_04920,2022-12-03,3101.16,Electronics,Mobile App,1,COD,0.0,2022-12
TXN_0014548,CUST_01118,2022-04-13,40.25,Sports,In-Store,0,Credit Card,40.25,2022-04
TXN_0014549,CUST_00505,2022-01-05,3025.94,Beauty,Mobile App,0,Debit Card,3025.94,2022-01
TXN_0014550,CUST_02992,2023-03-15,3863.37,Home,Mobile App,1,Debit Card,0.0,2023-03
TXN_0014551,CUST_01624,2024-02-08,2981.33,Travel,Mobile App,0,COD,2981.33,2024-02
TXN_0014552,CUST_02239,2024-01-31,3556.6,Apparel,Mobile App,0,UPI,3556.6,2024-01
TXN_0014553,CUST_02434,2022-10-26,4394.22,Beauty,Web,0,Credit Card,4394.22,2022-10
TXN_0014554,CUST_00803,2023-12-26,1586.67,Sports,Mobile App,0,Debit Card,1586.67,2023-12
TXN_0014555,CUST_04374,2022-05-05,1140.7,Travel,Web,0,COD,1140.7,2022-05
TXN_0014556,CUST_01472,2022-06-07,2713.99,Travel,Web,0,Credit Card,2713.99,2022-06
TXN_0014557,CUST_00827,2022-11-20,2171.76,Grocery,In-Store,0,Net Banking,2171.76,2022-11
TXN_0014558,CUST_01429,2023-12-10,3088.96,Sports,In-Store,1,UPI,0.0,2023-12
TXN_0014559,CUST_02444,2024-03-19,4229.22,Apparel,Mobile App,0,COD,4229.22,2024-03
TXN_0014560,CUST_04875,2023-01-16,89.91,Sports,Mobile App,0,Credit Card,89.91,2023-01
TXN_0014561,CUST_04307,2023-02-09,2262.83,Sports,In-Store,0,COD,2262.83,2023-02
TXN_0014562,CUST_04986,2024-02-27,2205.48,Electronics,Web,0,UPI,2205.48,2024-02
TXN_0014563,CUST_03782,2023-02-08,3448.83,Books,Mobile App,0,Debit Card,3448.83,2023-02
TXN_0014564,CUST_02026,2022-10-20,5785.16,Grocery,Mobile App,0,Debit Card,5785.16,2022-10
TXN_0014565,CUST_02318,2023-05-21,650.93,Electronics,In-Store,0,Debit Card,650.93,2023-05
TXN_0014566,CUST_01007,2022-12-03,5658.83,Grocery,Web,0,Credit Card,5658.83,2022-12
TXN_0014567,CUST_01638,2024-04-20,3499.8,Home,In-Store,0,Debit Card,3499.8,2024-04
TXN_0014568,CUST_00845,2023-05-12,700.37,Sports,Mobile App,0,Debit Card,700.37,2023-05
TXN_0014569,CUST_04494,2022-05-31,2695.96,Books,Web,0,UPI,2695.96,2022-05
TXN_0014570,CUST_03288,2022-07-31,2798.56,Beauty,Partner,0,Credit Card,2798.56,2022-07
TXN_0014571,CUST_03504,2023-01-18,990.05,Sports,Mobile App,0,Credit Card,990.05,2023-01
TXN_0014572,CUST_02862,2024-02-16,1185.18,Electronics,In-Store,0,Credit Card,1185.18,2024-02
TXN_0014573,CUST_00639,2022-08-06,228.56,Grocery,In-Store,0,Net Banking,228.56,2022-08
TXN_0014574,CUST_00493,2022-03-22,1867.66,Beauty,Mobile App,0,COD,1867.66,2022-03
TXN_0014575,CUST_02999,2023-12-25,9647.76,Home,Web,1,UPI,0.0,2023-12
TXN_0014576,CUST_03658,2023-01-10,146.64,Travel,Web,0,COD,146.64,2023-01
TXN_0014577,CUST_02176,2022-08-11,2354.44,Electronics,Mobile App,0,UPI,2354.44,2022-08
TXN_0014578,CUST_01486,2023-12-23,50.16,Travel,Mobile App,0,Credit Card,50.16,2023-12
TXN_0014579,CUST_04544,2022-08-01,113.61,Electronics,Web,0,Credit Card,113.61,2022-08
TXN_0014580,CUST_00559,2022-04-01,2194.47,Grocery,Mobile App,0,Net Banking,2194.47,2022-04
TXN_0014581,CUST_03749,2022-11-15,3020.14,Home,Web,0,COD,3020.14,2022-11
TXN_0014582,CUST_00970,2022-01-26,2361.73,Grocery,In-Store,0,Credit Card,2361.73,2022-01
TXN_0014583,CUST_04010,2022-08-24,1742.43,Beauty,In-Store,0,Debit Card,1742.43,2022-08
TXN_0014584,CUST_00086,2022-10-22,3669.22,Grocery,Partner,0,Credit Card,3669.22,2022-10
TXN_0014585,CUST_04973,2022-05-23,466.99,Grocery,Web,0,UPI,466.99,2022-05
TXN_0014586,CUST_03129,2022-07-09,6546.33,Books,Mobile App,0,COD,6546.33,2022-07
TXN_0014587,CUST_04302,2024-02-01,3132.5,Sports,Web,0,Net Banking,3132.5,2024-02
TXN_0014588,CUST_02196,2022-02-27,3759.05,Grocery,Web,0,Debit Card,3759.05,2022-02
TXN_0014589,CUST_04887,2023-09-12,119.95,Home,In-Store,0,COD,119.95,2023-09
TXN_0014590,CUST_04054,2022-01-31,2120.05,Books,In-Store,0,COD,2120.05,2022-01
TXN_0014591,CUST_00947,2022-07-30,1771.92,Grocery,Web,0,UPI,1771.92,2022-07
TXN_0014592,CUST_03209,2022-04-14,4744.25,Grocery,In-Store,0,Credit Card,4744.25,2022-04
TXN_0014593,CUST_01994,2023-09-13,3929.72,Sports,Web,0,Net Banking,3929.72,2023-09
TXN_0014594,CUST_03441,2023-12-09,983.93,Beauty,Mobile App,0,Credit Card,983.93,2023-12
TXN_0014595,CUST_01546,2023-09-21,385.78,Beauty,Mobile App,0,Net Banking,385.78,2023-09
TXN_0014596,CUST_04653,2022-10-20,784.79,Apparel,Mobile App,0,Debit Card,784.79,2022-10
TXN_0014597,CUST_03508,2022-03-03,5708.9,Apparel,Web,0,Net Banking,5708.9,2022-03
TXN_0014598,CUST_00030,2023-03-24,1214.98,Travel,Web,0,COD,1214.98,2023-03
TXN_0014599,CUST_01472,2022-02-16,6633.33,Apparel,Mobile App,0,Debit Card,6633.33,2022-02
TXN_0014600,CUST_01410,2023-12-12,1224.44,Travel,In-Store,0,UPI,1224.44,2023-12
TXN_0014601,CUST_03761,2022-02-25,1744.89,Grocery,Mobile App,0,Credit Card,1744.89,2022-02
TXN_0014602,CUST_03680,2022-08-28,860.5,Beauty,Mobile App,0,Net Banking,860.5,2022-08
TXN_0014603,CUST_00529,2024-02-24,1357.85,Home,In-Store,0,Net Banking,1357.85,2024-02
TXN_0014604,CUST_00126,2023-01-29,945.95,Apparel,Mobile App,0,UPI,945.95,2023-01
TXN_0014605,CUST_04909,2024-03-21,11613.54,Sports,Mobile App,0,UPI,11613.54,2024-03
TXN_0014606,CUST_03857,2022-07-08,1388.01,Beauty,In-Store,0,Net Banking,1388.01,2022-07
TXN_0014607,CUST_03259,2022-05-22,4154.97,Electronics,Mobile App,0,Credit Card,4154.97,2022-05
TXN_0014608,CUST_00654,2024-06-05,429.17,Home,Web,0,UPI,429.17,2024-06
TXN_0014609,CUST_04234,2023-12-23,257.94,Books,In-Store,0,COD,257.94,2023-12
TXN_0014610,CUST_00741,2022-04-23,5693.61,Apparel,Partner,0,COD,5693.61,2022-04
TXN_0014611,CUST_02262,2023-01-28,1265.07,Beauty,Partner,0,COD,1265.07,2023-01
TXN_0014612,CUST_00291,2022-07-27,3155.8,Home,Mobile App,0,Credit Card,3155.8,2022-07
TXN_0014613,CUST_02992,2022-03-14,1370.13,Books,Web,0,Debit Card,1370.13,2022-03
TXN_0014614,CUST_03642,2022-09-24,4183.5,Books,Mobile App,0,Credit Card,4183.5,2022-09
TXN_0014615,CUST_02578,2023-10-29,2373.56,Sports,Mobile App,0,Net Banking,2373.56,2023-10
TXN_0014616,CUST_02740,2024-01-04,3224.2,Home,Web,0,Debit Card,3224.2,2024-01
TXN_0014617,CUST_01694,2022-05-22,3594.71,Grocery,Web,1,UPI,0.0,2022-05
TXN_0014618,CUST_04645,2024-02-21,477.65,Travel,Mobile App,0,Debit Card,477.65,2024-02
TXN_0014619,CUST_01320,2024-03-07,1095.03,Beauty,In-Store,0,Debit Card,1095.03,2024-03
TXN_0014620,CUST_02822,2022-05-19,950.63,Travel,Mobile App,0,COD,950.63,2022-05
TXN_0014621,CUST_03663,2023-02-03,2389.28,Home,Web,0,Debit Card,2389.28,2023-02
TXN_0014622,CUST_03230,2022-06-21,130.84,Grocery,Web,1,Net Banking,0.0,2022-06
TXN_0014623,CUST_01396,2022-01-14,435.45,Electronics,Web,0,Credit Card,435.45,2022-01
TXN_0014624,CUST_02968,2023-04-20,6.11,Beauty,In-Store,0,COD,6.11,2023-04
TXN_0014625,CUST_03962,2023-10-01,1232.83,Apparel,In-Store,1,COD,0.0,2023-10
TXN_0014626,CUST_02615,2022-01-03,1444.95,Electronics,In-Store,0,Net Banking,1444.95,2022-01
TXN_0014627,CUST_01545,2023-10-14,494.75,Grocery,Web,0,UPI,494.75,2023-10
TXN_0014628,CUST_03902,2022-11-10,470.03,Travel,In-Store,0,COD,470.03,2022-11
TXN_0014629,CUST_04498,2024-02-21,1396.76,Travel,In-Store,0,COD,1396.76,2024-02
TXN_0014630,CUST_01781,2022-10-24,715.9,Beauty,Web,0,Net Banking,715.9,2022-10
TXN_0014631,CUST_02151,2024-02-24,192.71,Beauty,Mobile App,0,COD,192.71,2024-02
TXN_0014632,CUST_04883,2023-12-22,6379.82,Beauty,Web,0,Debit Card,6379.82,2023-12
TXN_0014633,CUST_04469,2024-01-22,1744.89,Electronics,Web,0,Debit Card,1744.89,2024-01
TXN_0014634,CUST_04434,2024-05-15,135.12,Grocery,In-Store,0,UPI,135.12,2024-05
TXN_0014635,CUST_01057,2022-08-10,574.35,Books,Partner,0,UPI,574.35,2022-08
TXN_0014636,CUST_01446,2023-08-22,3064.74,Electronics,Mobile App,0,Net Banking,3064.74,2023-08
TXN_0014637,CUST_01969,2023-02-24,175.06,Beauty,Mobile App,0,Credit Card,175.06,2023-02
TXN_0014638,CUST_01097,2024-03-03,6283.22,Grocery,Partner,0,Net Banking,6283.22,2024-03
TXN_0014639,CUST_01882,2022-09-03,37.54,Books,Web,0,Net Banking,37.54,2022-09
TXN_0014640,CUST_01205,2024-03-10,1926.06,Electronics,Mobile App,1,Credit Card,0.0,2024-03
TXN_0014641,CUST_01921,2023-02-11,1283.41,Home,Web,0,COD,1283.41,2023-02
TXN_0014642,CUST_03584,2023-04-09,1620.46,Beauty,Mobile App,0,UPI,1620.46,2023-04
TXN_0014643,CUST_03140,2022-08-12,3225.29,Beauty,Web,0,Debit Card,3225.29,2022-08
TXN_0014644,CUST_03975,2022-10-26,70.13,Home,In-Store,0,UPI,70.13,2022-10
TXN_0014645,CUST_03420,2022-02-26,2431.52,Home,Web,0,UPI,2431.52,2022-02
TXN_0014646,CUST_02039,2023-11-05,4517.39,Travel,Mobile App,0,Credit Card,4517.39,2023-11
TXN_0014647,CUST_01733,2023-10-01,3048.71,Electronics,Mobile App,0,Debit Card,3048.71,2023-10
TXN_0014648,CUST_00032,2022-06-10,1145.41,Travel,Mobile App,0,UPI,1145.41,2022-06
TXN_0014649,CUST_01969,2022-11-09,511.3,Travel,Web,0,UPI,511.3,2022-11
TXN_0014650,CUST_02975,2022-02-20,3134.05,Grocery,Mobile App,0,Net Banking,3134.05,2022-02
TXN_0014651,CUST_03331,2022-07-07,1124.77,Sports,In-Store,0,Net Banking,1124.77,2022-07
TXN_0014652,CUST_03569,2022-05-15,4018.96,Sports,Mobile App,0,Credit Card,4018.96,2022-05
TXN_0014653,CUST_02926,2022-05-10,67.39,Grocery,Web,0,Credit Card,67.39,2022-05
TXN_0014654,CUST_02223,2023-11-06,28.6,Sports,Mobile App,0,UPI,28.6,2023-11
TXN_0014655,CUST_03439,2022-02-17,1693.37,Grocery,Web,0,Net Banking,1693.37,2022-02
TXN_0014656,CUST_00015,2022-09-20,310.21,Home,Mobile App,0,UPI,310.21,2022-09
TXN_0014657,CUST_03123,2023-04-06,4361.09,Sports,Mobile App,0,UPI,4361.09,2023-04
TXN_0014658,CUST_00107,2022-09-09,217.75,Books,Web,0,Net Banking,217.75,2022-09
TXN_0014659,CUST_03794,2022-03-08,7366.68,Home,Mobile App,0,UPI,7366.68,2022-03
TXN_0014660,CUST_04565,2023-12-30,827.79,Apparel,Web,0,UPI,827.79,2023-12
TXN_0014661,CUST_00202,2022-11-23,5204.15,Beauty,Web,0,Debit Card,5204.15,2022-11
TXN_0014662,CUST_01795,2023-03-22,805.57,Apparel,Mobile App,0,Credit Card,805.57,2023-03
TXN_0014663,CUST_01409,2023-05-20,1313.5,Books,Web,0,UPI,1313.5,2023-05
TXN_0014664,CUST_00917,2023-11-26,588.18,Travel,In-Store,0,UPI,588.18,2023-11
TXN_0014665,CUST_04432,2022-08-24,125.73,Grocery,Web,0,UPI,125.73,2022-08
TXN_0014666,CUST_01685,2022-12-13,2267.51,Apparel,Mobile App,0,Debit Card,2267.51,2022-12
TXN_0014667,CUST_03167,2023-10-24,4094.73,Travel,Web,0,Debit Card,4094.73,2023-10
TXN_0014668,CUST_00065,2022-06-05,3272.52,Sports,Mobile App,0,Debit Card,3272.52,2022-06
TXN_0014669,CUST_04649,2024-02-12,8810.56,Electronics,Mobile App,0,Debit Card,8810.56,2024-02
TXN_0014670,CUST_04320,2022-03-07,5954.66,Grocery,Partner,0,COD,5954.66,2022-03
TXN_0014671,CUST_03651,2022-02-17,375.17,Travel,Web,0,UPI,375.17,2022-02
TXN_0014672,CUST_02016,2023-03-16,2458.77,Books,Mobile App,0,COD,2458.77,2023-03
TXN_0014673,CUST_01322,2023-02-24,1608.29,Travel,In-Store,0,Debit Card,1608.29,2023-02
TXN_0014674,CUST_04025,2023-06-20,516.6,Sports,Mobile App,0,Net Banking,516.6,2023-06
TXN_0014675,CUST_00613,2023-11-03,3485.9,Electronics,In-Store,0,Debit Card,3485.9,2023-11
TXN_0014676,CUST_00652,2024-05-03,1651.85,Travel,Mobile App,0,Net Banking,1651.85,2024-05
TXN_0014677,CUST_04814,2023-03-30,2997.48,Apparel,Mobile App,0,Credit Card,2997.48,2023-03
TXN_0014678,CUST_01388,2023-08-22,157.55,Books,Web,0,UPI,157.55,2023-08
TXN_0014679,CUST_02867,2023-04-07,300.51,Books,Mobile App,0,COD,300.51,2023-04
TXN_0014680,CUST_02121,2022-02-24,1462.45,Books,Mobile App,0,Net Banking,1462.45,2022-02
TXN_0014681,CUST_04764,2023-01-08,48.45,Sports,Mobile App,0,COD,48.45,2023-01
TXN_0014682,CUST_03196,2023-02-03,525.39,Grocery,Mobile App,0,Net Banking,525.39,2023-02
TXN_0014683,CUST_04110,2023-09-28,4544.7,Books,Mobile App,0,Net Banking,4544.7,2023-09
TXN_0014684,CUST_03829,2022-03-03,1590.58,Electronics,Web,0,Credit Card,1590.58,2022-03
TXN_0014685,CUST_03129,2023-12-11,3143.36,Beauty,Web,0,Credit Card,3143.36,2023-12
TXN_0014686,CUST_04867,2023-10-24,445.8,Beauty,Mobile App,0,Debit Card,445.8,2023-10
TXN_0014687,CUST_03106,2023-05-07,1205.73,Apparel,Mobile App,0,Credit Card,1205.73,2023-05
TXN_0014688,CUST_00538,2023-04-17,4270.66,Travel,Web,0,UPI,4270.66,2023-04
TXN_0014689,CUST_02419,2023-08-13,109.04,Travel,Partner,0,Net Banking,109.04,2023-08
TXN_0014690,CUST_02208,2022-01-25,949.08,Travel,Mobile App,0,Net Banking,949.08,2022-01
TXN_0014691,CUST_03178,2023-04-20,1788.44,Books,Web,0,UPI,1788.44,2023-04
TXN_0014692,CUST_02323,2023-03-21,2432.41,Apparel,Web,0,Debit Card,2432.41,2023-03
TXN_0014693,CUST_02038,2023-11-09,397.39,Electronics,Mobile App,1,UPI,0.0,2023-11
TXN_0014694,CUST_04354,2023-03-11,6499.16,Beauty,Mobile App,0,Debit Card,6499.16,2023-03
TXN_0014695,CUST_00963,2024-04-25,3341.52,Travel,Mobile App,0,Net Banking,3341.52,2024-04
TXN_0014696,CUST_01244,2022-03-26,164.7,Grocery,Mobile App,0,Debit Card,164.7,2022-03
TXN_0014697,CUST_00533,2023-04-10,1474.44,Apparel,In-Store,0,Net Banking,1474.44,2023-04
TXN_0014698,CUST_01870,2023-04-07,5505.91,Electronics,Partner,0,Net Banking,5505.91,2023-04
TXN_0014699,CUST_03131,2023-09-01,5761.92,Sports,Mobile App,0,Debit Card,5761.92,2023-09
TXN_0014700,CUST_01654,2024-01-16,5290.68,Electronics,Mobile App,0,Net Banking,5290.68,2024-01
TXN_0014701,CUST_00113,2023-03-18,316.68,Grocery,In-Store,0,Debit Card,316.68,2023-03
TXN_0014702,CUST_01300,2022-09-22,1736.32,Electronics,Web,0,Debit Card,1736.32,2022-09
TXN_0014703,CUST_02305,2022-08-22,1514.55,Sports,Web,0,UPI,1514.55,2022-08
TXN_0014704,CUST_04425,2024-06-08,1367.75,Electronics,In-Store,1,Debit Card,0.0,2024-06
TXN_0014705,CUST_03307,2023-01-30,1194.03,Electronics,Web,0,Debit Card,1194.03,2023-01
TXN_0014706,CUST_04147,2024-03-27,4894.59,Home,In-Store,0,COD,4894.59,2024-03
TXN_0014707,CUST_01702,2023-05-07,3923.95,Apparel,Mobile App,0,Credit Card,3923.95,2023-05
TXN_0014708,CUST_03815,2022-08-09,520.62,Sports,Mobile App,0,Debit Card,520.62,2022-08
TXN_0014709,CUST_00221,2024-05-05,3820.06,Home,Mobile App,0,Credit Card,3820.06,2024-05
TXN_0014710,CUST_02831,2022-02-22,2840.82,Grocery,Web,0,Debit Card,2840.82,2022-02
TXN_0014711,CUST_02644,2022-07-16,120.08,Books,Mobile App,1,Debit Card,0.0,2022-07
TXN_0014712,CUST_03881,2022-09-15,276.6,Apparel,Web,0,Debit Card,276.6,2022-09
TXN_0014713,CUST_04318,2022-12-09,7420.37,Sports,Mobile App,0,Debit Card,7420.37,2022-12
TXN_0014714,CUST_03782,2023-06-28,1888.29,Beauty,Web,0,Net Banking,1888.29,2023-06
TXN_0014715,CUST_01959,2023-03-25,15603.56,Beauty,Mobile App,0,Credit Card,15603.56,2023-03
TXN_0014716,CUST_01297,2022-04-06,8424.45,Home,Web,0,Net Banking,8424.45,2022-04
TXN_0014717,CUST_01033,2023-10-20,3658.64,Beauty,Mobile App,0,Net Banking,3658.64,2023-10
TXN_0014718,CUST_04323,2024-02-23,972.56,Grocery,Partner,0,UPI,972.56,2024-02
TXN_0014719,CUST_02606,2024-02-23,538.51,Travel,Web,0,Credit Card,538.51,2024-02
TXN_0014720,CUST_03184,2023-02-25,27.98,Electronics,Mobile App,0,UPI,27.98,2023-02
TXN_0014721,CUST_04951,2022-11-07,423.43,Sports,Mobile App,0,COD,423.43,2022-11
TXN_0014722,CUST_03229,2023-07-25,5278.96,Grocery,Mobile App,0,Credit Card,5278.96,2023-07
TXN_0014723,CUST_01476,2022-02-24,3122.69,Electronics,In-Store,1,COD,0.0,2022-02
TXN_0014724,CUST_02366,2022-08-04,4699.4,Books,Mobile App,0,Debit Card,4699.4,2022-08
TXN_0014725,CUST_02408,2023-11-25,4584.92,Beauty,Mobile App,0,Net Banking,4584.92,2023-11
TXN_0014726,CUST_00936,2022-12-05,9217.57,Travel,Partner,0,COD,9217.57,2022-12
TXN_0014727,CUST_02968,2022-09-09,3007.5,Beauty,In-Store,1,COD,0.0,2022-09
TXN_0014728,CUST_02950,2022-10-23,2061.45,Grocery,Mobile App,0,Credit Card,2061.45,2022-10
TXN_0014729,CUST_02246,2022-05-09,2234.51,Beauty,Mobile App,0,Credit Card,2234.51,2022-05
TXN_0014730,CUST_02638,2024-02-18,2863.08,Travel,In-Store,0,Net Banking,2863.08,2024-02
TXN_0014731,CUST_04338,2022-08-31,1531.03,Sports,Mobile App,0,Debit Card,1531.03,2022-08
TXN_0014732,CUST_03951,2022-08-20,2867.16,Travel,Partner,0,Credit Card,2867.16,2022-08
TXN_0014733,CUST_02659,2022-03-24,2250.48,Books,Partner,0,Credit Card,2250.48,2022-03
TXN_0014734,CUST_01815,2022-05-13,437.57,Sports,Web,0,Net Banking,437.57,2022-05
TXN_0014735,CUST_03284,2022-01-21,297.79,Sports,In-Store,0,Debit Card,297.79,2022-01
TXN_0014736,CUST_01297,2023-07-21,618.3,Grocery,Mobile App,0,Debit Card,618.3,2023-07
TXN_0014737,CUST_03156,2023-01-13,3740.57,Electronics,Mobile App,0,COD,3740.57,2023-01
TXN_0014738,CUST_01648,2023-06-19,743.62,Beauty,Mobile App,0,Credit Card,743.62,2023-06
TXN_0014739,CUST_00360,2022-09-23,4903.37,Beauty,Mobile App,0,Net Banking,4903.37,2022-09
TXN_0014740,CUST_03453,2023-05-13,845.65,Electronics,Mobile App,0,UPI,845.65,2023-05
TXN_0014741,CUST_03612,2024-05-18,2410.74,Apparel,Mobile App,0,Net Banking,2410.74,2024-05
TXN_0014742,CUST_01165,2022-06-22,5036.46,Travel,Mobile App,0,Debit Card,5036.46,2022-06
TXN_0014743,CUST_03245,2022-02-03,4701.55,Sports,Web,0,Net Banking,4701.55,2022-02
TXN_0014744,CUST_04026,2023-03-21,4505.24,Travel,Mobile App,0,Net Banking,4505.24,2023-03
TXN_0014745,CUST_03701,2024-04-11,4310.84,Apparel,Web,0,Net Banking,4310.84,2024-04
TXN_0014746,CUST_00503,2023-05-24,2907.72,Home,Mobile App,0,Debit Card,2907.72,2023-05
TXN_0014747,CUST_04205,2022-12-30,3179.67,Travel,Web,0,UPI,3179.67,2022-12
TXN_0014748,CUST_04839,2022-12-07,7731.86,Books,In-Store,1,Debit Card,0.0,2022-12
TXN_0014749,CUST_01344,2022-03-05,3799.36,Home,Mobile App,0,COD,3799.36,2022-03
TXN_0014750,CUST_03380,2023-11-11,385.24,Home,Mobile App,0,Net Banking,385.24,2023-11
TXN_0014751,CUST_03813,2022-02-13,664.67,Sports,Mobile App,0,COD,664.67,2022-02
TXN_0014752,CUST_00811,2022-04-21,1023.16,Travel,Mobile App,0,Credit Card,1023.16,2022-04
TXN_0014753,CUST_00786,2023-10-19,230.94,Electronics,Mobile App,0,UPI,230.94,2023-10
TXN_0014754,CUST_00228,2022-10-25,5357.79,Sports,Mobile App,0,UPI,5357.79,2022-10
TXN_0014755,CUST_04948,2023-06-03,1354.68,Books,Mobile App,0,Credit Card,1354.68,2023-06
TXN_0014756,CUST_00828,2022-09-01,1401.48,Apparel,Mobile App,0,Credit Card,1401.48,2022-09
TXN_0014757,CUST_00379,2024-06-14,1311.09,Home,Web,0,COD,1311.09,2024-06
TXN_0014758,CUST_03812,2022-06-29,1604.2,Apparel,Web,0,Credit Card,1604.2,2022-06
TXN_0014759,CUST_02026,2022-07-05,550.8,Sports,Web,0,Debit Card,550.8,2022-07
TXN_0014760,CUST_03365,2024-02-29,3274.59,Travel,Web,0,Debit Card,3274.59,2024-02
TXN_0014761,CUST_03377,2023-04-03,5310.58,Sports,Web,0,UPI,5310.58,2023-04
TXN_0014762,CUST_02339,2023-11-26,3195.81,Travel,Web,0,Net Banking,3195.81,2023-11
TXN_0014763,CUST_01129,2024-03-28,797.6,Sports,Web,0,Debit Card,797.6,2024-03
TXN_0014764,CUST_00291,2023-11-17,72.22,Grocery,Mobile App,0,Net Banking,72.22,2023-11
TXN_0014765,CUST_03549,2024-02-23,378.43,Books,Partner,1,UPI,0.0,2024-02
TXN_0014766,CUST_02725,2024-04-24,2813.8,Grocery,In-Store,0,Net Banking,2813.8,2024-04
TXN_0014767,CUST_00060,2022-06-20,3583.29,Electronics,In-Store,0,COD,3583.29,2022-06
TXN_0014768,CUST_04202,2023-11-06,1681.83,Electronics,Partner,0,Net Banking,1681.83,2023-11
TXN_0014769,CUST_02671,2023-09-29,67.25,Apparel,Mobile App,0,Credit Card,67.25,2023-09
TXN_0014770,CUST_03340,2022-11-10,1659.54,Electronics,Mobile App,0,COD,1659.54,2022-11
TXN_0014771,CUST_02790,2023-11-01,5452.39,Books,Web,0,Net Banking,5452.39,2023-11
TXN_0014772,CUST_03655,2023-03-09,324.94,Books,Web,0,Net Banking,324.94,2023-03
TXN_0014773,CUST_03191,2024-04-16,5972.47,Apparel,Web,0,COD,5972.47,2024-04
TXN_0014774,CUST_04996,2023-07-05,7519.19,Home,Web,0,Net Banking,7519.19,2023-07
TXN_0014775,CUST_02493,2024-04-08,2722.79,Books,Web,0,UPI,2722.79,2024-04
TXN_0014776,CUST_04402,2023-03-30,162.05,Grocery,Web,0,UPI,162.05,2023-03
TXN_0014777,CUST_02663,2022-04-12,1021.97,Grocery,Web,0,UPI,1021.97,2022-04
TXN_0014778,CUST_00202,2023-01-19,4959.68,Electronics,Web,0,Credit Card,4959.68,2023-01
TXN_0014779,CUST_03162,2024-05-19,3177.57,Books,Web,0,UPI,3177.57,2024-05
TXN_0014780,CUST_00471,2023-12-25,1689.3,Apparel,Partner,0,Credit Card,1689.3,2023-12
TXN_0014781,CUST_03027,2023-11-10,440.39,Grocery,In-Store,0,COD,440.39,2023-11
TXN_0014782,CUST_03357,2023-01-25,1653.58,Apparel,Mobile App,0,Debit Card,1653.58,2023-01
TXN_0014783,CUST_03755,2024-02-12,244.17,Electronics,In-Store,0,Debit Card,244.17,2024-02
TXN_0014784,CUST_02357,2024-01-29,2387.21,Sports,Mobile App,0,Net Banking,2387.21,2024-01
TXN_0014785,CUST_03974,2022-03-20,3774.67,Apparel,Web,0,COD,3774.67,2022-03
TXN_0014786,CUST_04829,2022-03-23,2472.3,Home,Web,0,COD,2472.3,2022-03
TXN_0014787,CUST_02584,2024-01-11,34.95,Travel,Mobile App,0,Credit Card,34.95,2024-01
TXN_0014788,CUST_04472,2022-08-23,2767.11,Travel,Partner,0,Debit Card,2767.11,2022-08
TXN_0014789,CUST_03786,2023-10-29,1664.71,Home,Mobile App,0,Debit Card,1664.71,2023-10
TXN_0014790,CUST_02547,2022-08-09,1402.28,Beauty,In-Store,0,UPI,1402.28,2022-08
TXN_0014791,CUST_02684,2023-04-17,831.21,Beauty,Web,0,COD,831.21,2023-04
TXN_0014792,CUST_04238,2022-08-05,309.22,Travel,Mobile App,0,Credit Card,309.22,2022-08
TXN_0014793,CUST_03124,2023-12-25,2053.37,Beauty,Mobile App,0,UPI,2053.37,2023-12
TXN_0014794,CUST_03142,2023-03-06,4478.19,Travel,Partner,0,Net Banking,4478.19,2023-03
TXN_0014795,CUST_02308,2023-06-17,10647.01,Travel,Mobile App,0,UPI,10647.01,2023-06
TXN_0014796,CUST_03791,2023-07-06,2510.25,Electronics,Web,1,Debit Card,0.0,2023-07
TXN_0014797,CUST_03111,2022-04-14,933.69,Sports,Mobile App,1,Net Banking,0.0,2022-04
TXN_0014798,CUST_00348,2023-12-07,1335.46,Grocery,Mobile App,0,COD,1335.46,2023-12
TXN_0014799,CUST_01602,2024-03-26,3215.25,Books,Mobile App,0,Debit Card,3215.25,2024-03
TXN_0014800,CUST_03597,2023-03-09,1617.86,Electronics,Mobile App,0,Debit Card,1617.86,2023-03
TXN_0014801,CUST_03778,2024-06-08,1847.2,Travel,Mobile App,0,COD,1847.2,2024-06
TXN_0014802,CUST_04924,2023-11-13,375.59,Apparel,Mobile App,0,UPI,375.59,2023-11
TXN_0014803,CUST_02554,2023-11-17,1924.44,Home,Web,0,COD,1924.44,2023-11
TXN_0014804,CUST_04521,2023-09-12,8912.33,Home,Web,0,Credit Card,8912.33,2023-09
TXN_0014805,CUST_03779,2024-05-01,1024.69,Beauty,Web,0,Debit Card,1024.69,2024-05
TXN_0014806,CUST_00322,2023-06-07,459.75,Sports,Mobile App,0,UPI,459.75,2023-06
TXN_0014807,CUST_03662,2022-07-13,1608.32,Sports,Mobile App,0,Net Banking,1608.32,2022-07
TXN_0014808,CUST_02298,2022-08-27,1829.76,Beauty,Web,1,COD,0.0,2022-08
TXN_0014809,CUST_00180,2023-12-02,15100.26,Grocery,Web,0,COD,15100.26,2023-12
TXN_0014810,CUST_03966,2023-10-17,601.99,Grocery,Mobile App,0,Credit Card,601.99,2023-10
TXN_0014811,CUST_01713,2022-10-09,1958.29,Electronics,Mobile App,0,Net Banking,1958.29,2022-10
TXN_0014812,CUST_00029,2023-01-22,1168.23,Grocery,Web,0,UPI,1168.23,2023-01
