ticket_id,customer_id,created_date,category,priority,resolution_days,csat_score
TKT_003352,CUST_02490,2023-03-06,App Issue,Low,7,5
TKT_003353,CUST_03692,2022-07-11,Product Quality,Medium,2,5
TKT_003354,CUST_01838,2023-05-07,App Issue,Medium,10,4
TKT_003355,CUST_02984,2023-11-26,Other,Medium,1,5
TKT_003356,CUST_04911,2023-02-05,Account,Medium,1,4
TKT_003357,CUST_02591,2022-10-10,Product Quality,Medium,3,4
TKT_003358,CUST_04703,2022-05-06,Other,Medium,3,5
TKT_003359,CUST_01856,2024-01-13,Account,Medium,2,4
TKT_003360,CUST_02713,2022-02-13,Product Quality,Low,1,2
TKT_003361,CUST_03872,2023-06-23,Payment,High,7,5
TKT_003362,CUST_01201,2022-06-22,Account,Medium,2,3
TKT_003363,CUST_04401,2022-03-20,Product Quality,Low,2,4
TKT_003364,CUST_04881,2022-03-19,Payment,Medium,2,5
TKT_003365,CUST_02351,2024-01-22,Payment,High,2,3
TKT_003366,CUST_01636,2023-08-30,Product Quality,Medium,1,2
TKT_003367,CUST_00753,2022-02-28,Product Quality,Low,1,4
TKT_003368,CUST_03660,2022-11-11,Delivery,Low,1,5
TKT_003369,CUST_03132,2022-04-27,Delivery,Medium,1,5
TKT_003370,CUST_03022,2022-11-06,App Issue,Low,5,5
TKT_003371,CUST_04652,2022-11-12,Product Quality,Low,,4
TKT_003372,CUST_03257,2023-02-18,Return,Low,10,3
TKT_003373,CUST_00366,2023-06-04,Product Quality,Low,2,5
TKT_003374,CUST_01757,2022-07-15,Return,Medium,2,5
TKT_003375,CUST_02679,2024-01-12,Other,Low,1,4
TKT_003376,CUST_02767,2022-11-14,App Issue,Low,2,5
TKT_003377,CUST_03160,2023-05-03,Payment,Medium,3,3
TKT_003378,CUST_01246,2023-04-05,Return,High,7,5
TKT_003379,CUST_04209,2024-03-05,Product Quality,Medium,3,2
TKT_003380,CUST_04061,2022-06-19,Account,Medium,2,1
TKT_003381,CUST_01742,2022-06-02,Other,Low,2,3
TKT_003382,CUST_00404,2024-05-08,App Issue,Medium,3,1
TKT_003383,CUST_02170,2022-06-30,Return,Medium,7,3
TKT_003384,CUST_04046,2023-08-10,Product Quality,Medium,3,2
TKT_003385,CUST_03318,2022-03-14,Payment,Low,3,5
TKT_003386,CUST_04720,2022-05-14,Other,High,1,4
TKT_003387,CUST_01275,2023-03-21,Other,Medium,5,2
TKT_003388,CUST_03785,2023-10-05,Delivery,Medium,3,3
TKT_003389,CUST_02890,2022-08-01,Payment,High,,4
TKT_003390,CUST_01816,2023-11-26,Other,Low,3,4
TKT_003391,CUST_02331,2023-07-17,Delivery,Medium,,2
TKT_003392,CUST_02069,2022-08-07,Product Quality,Medium,,3
TKT_003393,CUST_02813,2022-01-06,Product Quality,High,3,3
TKT_003394,CUST_02822,2023-01-05,App Issue,Low,5,4
TKT_003395,CUST_01493,2024-04-06,Return,Low,2,4
TKT_003396,CUST_02473,2024-03-18,Product Quality,Medium,3,4
TKT_003397,CUST_04608,2022-12-01,Account,Medium,5,4
TKT_003398,CUST_03544,2023-12-30,Other,Medium,3,5
TKT_003399,CUST_02381,2023-03-21,Account,Medium,2,5
TKT_003400,CUST_04812,2023-10-28,Other,High,3,4
TKT_003401,CUST_01668,2022-06-02,App Issue,Medium,7,3
TKT_003402,CUST_03856,2023-02-22,Payment,Medium,1,4
TKT_003403,CUST_00062,2022-12-18,Delivery,Low,10,5
TKT_003404,CUST_04474,2023-09-18,Product Quality,Medium,1,5
TKT_003405,CUST_00737,2024-05-28,Product Quality,Low,,4
TKT_003406,CUST_00515,2022-02-13,Account,Medium,3,5
TKT_003407,CUST_03204,2023-11-08,Product Quality,Low,3,4
TKT_003408,CUST_01542,2023-06-11,Return,Medium,2,4
TKT_003409,CUST_02794,2023-02-10,Payment,High,2,3
TKT_003410,CUST_00264,2022-01-02,App Issue,High,1,5
TKT_003411,CUST_00388,2023-01-31,Other,Medium,7,
TKT_003412,CUST_04306,2022-08-06,Delivery,Medium,3,4
TKT_003413,CUST_02413,2022-06-07,Payment,Low,,4
TKT_003414,CUST_02871,2022-11-10,App Issue,Medium,3,5
TKT_003415,CUST_02467,2023-07-17,Other,Medium,5,4
TKT_003416,CUST_04860,2022-03-07,Return,Low,2,4
TKT_003417,CUST_03433,2022-02-04,Delivery,High,7,4
TKT_003418,CUST_04487,2024-04-24,Other,Low,2,4
TKT_003419,CUST_01668,2022-05-05,Return,Low,3,5
TKT_003420,CUST_02653,2023-04-29,Product Quality,Medium,5,4
TKT_003421,CUST_00571,2023-12-16,Product Quality,Medium,3,5
TKT_003422,CUST_00012,2023-03-12,Account,Medium,2,4
TKT_003423,CUST_03709,2022-11-18,Payment,Medium,1,5
TKT_003424,CUST_01438,2022-01-02,App Issue,High,7,5
TKT_003425,CUST_02908,2022-01-05,App Issue,High,2,5
TKT_003426,CUST_01659,2023-08-11,Other,Medium,3,4
TKT_003427,CUST_03778,2023-07-14,Product Quality,Medium,2,3
TKT_003428,CUST_00441,2022-04-25,Delivery,Medium,10,4
TKT_003429,CUST_02894,2022-12-12,Other,Medium,2,5
TKT_003430,CUST_04702,2022-09-20,Delivery,Low,2,4
TKT_003431,CUST_03256,2023-03-02,Other,Medium,3,2
TKT_003432,CUST_00816,2022-05-26,Other,Low,2,5
TKT_003433,CUST_04699,2023-04-24,App Issue,Medium,2,4
TKT_003434,CUST_03441,2024-01-25,App Issue,High,1,2
TKT_003435,CUST_00264,2023-03-17,Delivery,High,5,4
TKT_003436,CUST_04337,2022-07-12,Product Quality,Medium,1,5
TKT_003437,CUST_01831,2023-11-17,App Issue,Medium,10,4
TKT_003438,CUST_01616,2024-01-29,Product Quality,Low,3,4
TKT_003439,CUST_01107,2023-11-03,Payment,Medium,2,3
TKT_003440,CUST_01036,2024-04-28,Payment,Medium,2,5
TKT_003441,CUST_00030,2023-08-29,Other,Medium,1,
TKT_003442,CUST_00115,2023-10-07,Payment,High,1,2
TKT_003443,CUST_02483,2024-04-21,Delivery,Low,2,3
TKT_003444,CUST_02497,2022-03-22,Account,Medium,,4
TKT_003445,CUST_04713,2022-12-06,Return,Low,3,3
TKT_003446,CUST_02157,2024-05-24,Product Quality,Medium,2,4
TKT_003447,CUST_03760,2023-11-27,Delivery,Low,7,5
TKT_003448,CUST_02542,2023-06-28,App Issue,Low,3,4
TKT_003449,CUST_04090,2022-03-28,Return,High,1,2
TKT_003450,CUST_03420,2022-09-28,Product Quality,Medium,,4
TKT_003451,CUST_02724,2024-06-06,Return,High,2,4
TKT_003452,CUST_02022,2024-05-07,Account,Low,1,5
TKT_003453,CUST_01812,2022-02-28,Return,Low,1,5
TKT_003454,CUST_04622,2022-01-06,Delivery,Medium,2,4
TKT_003455,CUST_02809,2022-03-03,App Issue,Low,3,3
TKT_003456,CUST_03050,2023-10-04,Product Quality,Low,2,3
TKT_003457,CUST_04649,2023-02-03,Delivery,Low,2,3
TKT_003458,CUST_02149,2024-04-09,Other,Low,2,4
TKT_003459,CUST_01181,2022-09-24,Other,Low,10,3
TKT_003460,CUST_00521,2023-11-13,Delivery,Medium,7,5
TKT_003461,CUST_00006,2023-06-06,App Issue,Medium,2,4
TKT_003462,CUST_01165,2023-01-27,Return,Low,,5
TKT_003463,CUST_03142,2023-08-04,Account,Medium,2,4
TKT_003464,CUST_03048,2023-04-25,Return,Medium,10,5
TKT_003465,CUST_02941,2022-04-02,App Issue,High,2,5
TKT_003466,CUST_03224,2023-09-11,Return,Medium,2,2
TKT_003467,CUST_04848,2023-01-13,Product Quality,Medium,5,3
TKT_003468,CUST_02498,2023-08-15,App Issue,Medium,2,4
TKT_003469,CUST_04954,2024-06-03,Return,Medium,2,4
TKT_003470,CUST_01095,2024-04-12,App Issue,Medium,5,4
TKT_003471,CUST_03935,2023-09-13,Other,Low,3,4
TKT_003472,CUST_02634,2023-02-18,App Issue,High,1,3
TKT_003473,CUST_03147,2022-11-29,Product Quality,High,2,
TKT_003474,CUST_01515,2022-04-19,App Issue,Low,5,4
TKT_003475,CUST_03719,2024-06-12,Return,Medium,5,4
TKT_003476,CUST_00882,2022-12-07,Payment,Medium,3,5
TKT_003477,CUST_00673,2024-04-22,App Issue,Medium,3,2
TKT_003478,CUST_01125,2023-07-18,Product Quality,Medium,3,2
TKT_003479,CUST_01867,2022-07-14,Account,Low,5,2
TKT_003480,CUST_04895,2022-07-25,Product Quality,Medium,3,4
TKT_003481,CUST_04433,2023-09-15,Delivery,Medium,,4
TKT_003482,CUST_04484,2023-02-07,Product Quality,Medium,1,3
TKT_003483,CUST_03740,2022-06-03,Return,Medium,1,2
TKT_003484,CUST_03221,2023-04-12,Return,Medium,10,2
TKT_003485,CUST_01782,2022-11-09,Payment,Low,1,2
TKT_003486,CUST_01102,2023-12-21,Payment,High,,5
TKT_003487,CUST_02479,2022-03-26,App Issue,Low,1,1
TKT_003488,CUST_00859,2023-08-31,Payment,Low,1,2
TKT_003489,CUST_03785,2022-11-15,App Issue,Medium,3,5
TKT_003490,CUST_04173,2023-11-05,Delivery,High,1,5
TKT_003491,CUST_02240,2022-03-22,Return,High,5,4
TKT_003492,CUST_04941,2024-01-06,Product Quality,Low,1,5
TKT_003493,CUST_02715,2022-02-09,Return,Medium,7,1
TKT_003494,CUST_01629,2022-11-23,Return,High,1,3
TKT_003495,CUST_02689,2022-01-01,Delivery,Low,,
TKT_003496,CUST_00714,2024-05-22,Delivery,Medium,2,3
TKT_003497,CUST_04164,2023-02-07,Payment,Medium,5,5
TKT_003498,CUST_01475,2022-11-20,Product Quality,Low,3,
TKT_003499,CUST_04546,2022-11-29,Other,High,5,5
TKT_003500,CUST_01071,2024-04-07,Product Quality,Medium,7,3
TKT_003501,CUST_04116,2023-11-30,App Issue,Low,1,3
TKT_003502,CUST_01566,2022-06-03,Return,Low,3,4
TKT_003503,CUST_03066,2022-04-23,Delivery,Medium,1,
TKT_003504,CUST_01789,2023-06-23,Delivery,Medium,5,5
TKT_003505,CUST_03563,2024-02-16,Delivery,High,2,
TKT_003506,CUST_00208,2024-01-15,Payment,Low,3,3
TKT_003507,CUST_01122,2023-01-24,Account,Low,2,4
TKT_003508,CUST_00926,2022-10-30,Product Quality,Medium,3,
TKT_003509,CUST_04703,2023-07-30,Account,Medium,5,3
TKT_003510,CUST_00194,2024-04-06,Delivery,High,3,4
TKT_003511,CUST_00177,2023-02-05,Product Quality,Medium,,4
TKT_003512,CUST_01187,2023-03-08,Product Quality,Low,1,1
TKT_003513,CUST_04310,2022-09-07,App Issue,High,5,5
TKT_003514,CUST_03396,2023-10-25,Other,Low,2,3
TKT_003515,CUST_02439,2022-07-24,Return,High,,3
TKT_003516,CUST_01258,2023-01-08,Other,Medium,7,5
TKT_003517,CUST_04702,2024-02-16,App Issue,Low,2,4
TKT_003518,CUST_00821,2023-06-05,Delivery,Low,7,4
TKT_003519,CUST_03141,2023-12-12,Payment,Low,10,4
TKT_003520,CUST_04356,2022-01-31,Payment,Medium,2,5
TKT_003521,CUST_03995,2023-09-13,Payment,Medium,1,4
TKT_003522,CUST_03707,2022-10-09,Return,Medium,5,3
TKT_003523,CUST_04631,2022-07-11,Other,Low,2,4
TKT_003524,CUST_03970,2023-01-31,Delivery,High,3,2
TKT_003525,CUST_03117,2023-09-10,Return,High,2,2
TKT_003526,CUST_01597,2023-01-28,Account,Low,5,4
TKT_003527,CUST_01248,2022-09-06,Delivery,Medium,3,4
TKT_003528,CUST_00919,2023-02-06,Other,Medium,1,4
TKT_003529,CUST_00554,2022-01-23,App Issue,Low,3,4
TKT_003530,CUST_03185,2023-11-28,Return,Medium,1,
TKT_003531,CUST_01351,2022-04-04,Return,Medium,3,2
TKT_003532,CUST_02912,2023-10-24,Product Quality,High,10,5
TKT_003533,CUST_01198,2023-02-18,Return,Low,7,4
TKT_003534,CUST_02389,2023-06-15,Payment,Low,5,4
TKT_003535,CUST_04327,2022-08-13,Product Quality,Medium,2,5
TKT_003536,CUST_02852,2023-10-22,Other,Medium,1,4
TKT_003537,CUST_02862,2023-08-26,Product Quality,Low,7,4
TKT_003538,CUST_04739,2024-01-17,Account,High,7,4
TKT_003539,CUST_03555,2022-05-24,Return,Low,7,5
TKT_003540,CUST_04094,2022-03-18,Product Quality,Medium,2,5
TKT_003541,CUST_02198,2024-06-11,App Issue,Medium,2,5
TKT_003542,CUST_04484,2023-12-08,Return,Medium,5,3
TKT_003543,CUST_04363,2022-07-31,Payment,Medium,3,5
TKT_003544,CUST_04637,2024-05-08,App Issue,Medium,2,5
TKT_003545,CUST_04553,2022-01-14,Account,High,5,4
TKT_003546,CUST_03330,2022-02-21,Payment,Medium,7,4
TKT_003547,CUST_02562,2022-01-05,Other,Medium,5,3
TKT_003548,CUST_02666,2022-06-02,App Issue,Low,2,5
TKT_003549,CUST_02001,2023-11-13,Account,Low,5,5
TKT_003550,CUST_00835,2023-07-06,Payment,Medium,2,
TKT_003551,CUST_03579,2022-10-28,Payment,Medium,5,4
TKT_003552,CUST_04974,2024-02-28,Delivery,Medium,5,2
TKT_003553,CUST_00968,2023-11-26,Product Quality,Medium,3,
TKT_003554,CUST_02550,2022-04-21,Product Quality,Medium,1,5
TKT_003555,CUST_00481,2023-07-21,Account,Low,1,4
TKT_003556,CUST_04239,2023-01-16,Payment,Medium,3,4
TKT_003557,CUST_03348,2024-05-17,Product Quality,Medium,1,4
TKT_003558,CUST_00558,2024-05-16,Payment,Low,5,5
TKT_003559,CUST_00565,2023-05-22,App Issue,Low,1,
TKT_003560,CUST_03540,2024-04-23,Other,Medium,7,2
TKT_003561,CUST_03930,2024-06-13,Product Quality,Medium,5,5
TKT_003562,CUST_02582,2024-06-09,Delivery,High,2,
TKT_003563,CUST_00069,2023-07-13,Other,Low,10,3
TKT_003564,CUST_02289,2023-11-21,Delivery,Medium,,2
TKT_003565,CUST_04872,2022-01-17,Payment,Low,7,4
TKT_003566,CUST_04590,2022-05-14,Payment,Medium,5,2
TKT_003567,CUST_00100,2022-12-07,Product Quality,Medium,1,5
TKT_003568,CUST_04116,2022-11-07,Delivery,Medium,1,5
TKT_003569,CUST_03492,2022-10-03,App Issue,Medium,1,5
TKT_003570,CUST_00421,2023-04-17,Return,High,3,3
TKT_003571,CUST_04957,2023-06-30,Account,Medium,5,4
TKT_003572,CUST_03699,2024-01-08,Product Quality,High,1,
TKT_003573,CUST_00707,2023-06-23,App Issue,Low,5,5
TKT_003574,CUST_03791,2023-11-11,Return,Medium,7,5
TKT_003575,CUST_01321,2023-01-20,Delivery,Medium,1,5
TKT_003576,CUST_01418,2024-01-10,App Issue,Medium,2,5
TKT_003577,CUST_00103,2024-01-17,Account,Medium,1,1
TKT_003578,CUST_03246,2023-05-09,Product Quality,Medium,1,2
TKT_003579,CUST_00522,2022-11-01,Payment,Low,3,4
TKT_003580,CUST_00825,2022-01-27,Product Quality,Medium,2,4
TKT_003581,CUST_02504,2023-10-17,Return,High,5,5
TKT_003582,CUST_03347,2022-08-17,Payment,Low,1,3
TKT_003583,CUST_03919,2022-12-15,Delivery,Low,3,3
TKT_003584,CUST_04448,2023-03-01,Product Quality,Medium,3,
TKT_003585,CUST_01417,2022-03-03,Account,Low,7,4
TKT_003586,CUST_03993,2022-11-22,App Issue,Medium,7,2
TKT_003587,CUST_03214,2022-07-16,App Issue,Low,2,3
TKT_003588,CUST_01309,2024-02-26,Other,Medium,1,2
TKT_003589,CUST_00751,2024-02-16,Account,High,2,4
TKT_003590,CUST_01380,2023-05-16,Account,High,2,5
TKT_003591,CUST_03404,2023-08-16,Payment,Low,7,3
TKT_003592,CUST_02126,2022-04-30,Account,Low,3,5
TKT_003593,CUST_04369,2024-04-09,App Issue,Medium,2,4
TKT_003594,CUST_03910,2024-05-05,Payment,Low,2,4
TKT_003595,CUST_00262,2024-04-15,Other,Low,2,5
TKT_003596,CUST_02787,2022-02-27,Other,Low,1,4
TKT_003597,CUST_00038,2022-12-29,Account,High,10,5
TKT_003598,CUST_03611,2022-11-01,Product Quality,High,7,5
TKT_003599,CUST_03255,2022-07-25,Product Quality,High,10,3
TKT_003600,CUST_02528,2023-04-22,Delivery,Medium,5,3
TKT_003601,CUST_03738,2022-10-28,Return,Low,5,4
TKT_003602,CUST_00174,2024-05-25,App Issue,Medium,3,5
TKT_003603,CUST_02967,2023-03-26,Product Quality,Low,2,2
TKT_003604,CUST_04339,2024-02-24,Return,Low,1,4
TKT_003605,CUST_01235,2022-09-23,Return,Medium,3,4
TKT_003606,CUST_00752,2022-03-04,Return,High,2,3
TKT_003607,CUST_04845,2023-07-19,Payment,Medium,3,
TKT_003608,CUST_04259,2022-10-10,Payment,Medium,3,2
TKT_003609,CUST_02748,2022-01-19,Account,High,3,4
TKT_003610,CUST_03759,2023-02-25,Payment,Low,2,4
TKT_003611,CUST_02304,2022-08-21,Delivery,High,2,
TKT_003612,CUST_01638,2022-03-06,App Issue,Medium,1,4
TKT_003613,CUST_00297,2023-03-12,Other,Medium,2,5
TKT_003614,CUST_04823,2022-04-19,Account,Low,3,1
TKT_003615,CUST_01031,2022-01-19,Return,Low,7,4
TKT_003616,CUST_03496,2022-11-20,Payment,High,2,3
TKT_003617,CUST_00133,2022-09-14,Payment,Medium,1,4
TKT_003618,CUST_00171,2024-05-22,App Issue,Medium,3,2
TKT_003619,CUST_02802,2022-04-07,Other,Low,1,1
TKT_003620,CUST_02834,2024-04-11,Payment,Low,3,1
TKT_003621,CUST_03125,2022-11-05,Account,Medium,5,
TKT_003622,CUST_04689,2024-06-10,Delivery,Low,5,4
TKT_003623,CUST_00695,2022-11-29,Return,Medium,3,3
TKT_003624,CUST_00205,2022-04-27,Product Quality,High,3,5
TKT_003625,CUST_00890,2022-03-16,Return,Medium,2,1
TKT_003626,CUST_03090,2022-12-15,App Issue,High,7,5
TKT_003627,CUST_00619,2023-11-30,Product Quality,Medium,2,3
TKT_003628,CUST_01174,2022-05-15,Payment,Medium,1,5
TKT_003629,CUST_00540,2022-07-25,Payment,Medium,3,4
TKT_003630,CUST_04909,2022-08-24,App Issue,Medium,5,4
TKT_003631,CUST_02571,2022-05-07,Delivery,Low,5,5
TKT_003632,CUST_00977,2023-03-21,Account,Low,5,4
TKT_003633,CUST_01795,2023-11-28,Payment,Medium,5,4
TKT_003634,CUST_03061,2022-05-06,Account,Low,3,4
TKT_003635,CUST_02335,2023-02-12,Product Quality,Low,7,4
TKT_003636,CUST_04374,2022-10-27,Other,High,,
TKT_003637,CUST_01619,2023-06-24,App Issue,Medium,7,5
TKT_003638,CUST_01190,2023-12-01,Delivery,Medium,2,5
TKT_003639,CUST_01392,2024-05-19,App Issue,High,2,4
TKT_003640,CUST_02547,2023-02-20,Return,High,5,4
TKT_003641,CUST_03544,2022-12-20,Account,Low,2,4
TKT_003642,CUST_04170,2022-03-31,Other,Low,7,4
TKT_003643,CUST_01982,2022-10-07,Other,High,2,2
TKT_003644,CUST_03834,2022-08-20,Product Quality,High,2,5
TKT_003645,CUST_03332,2022-07-30,Payment,Medium,2,3
TKT_003646,CUST_00612,2023-11-02,Product Quality,Low,2,4
TKT_003647,CUST_01954,2022-04-18,Delivery,Low,2,5
TKT_003648,CUST_00059,2022-03-29,Delivery,Medium,2,5
TKT_003649,CUST_01985,2024-01-22,App Issue,Medium,,4
TKT_003650,CUST_02855,2024-03-19,Other,Low,3,
TKT_003651,CUST_01761,2022-06-08,Payment,Medium,7,5
TKT_003652,CUST_01344,2023-07-02,Other,Low,5,3
TKT_003653,CUST_01873,2022-10-19,Payment,High,5,5
TKT_003654,CUST_04205,2024-04-09,Delivery,Medium,2,1
TKT_003655,CUST_03465,2022-12-03,Product Quality,Low,7,5
TKT_003656,CUST_04760,2024-03-11,Return,Medium,10,2
TKT_003657,CUST_03379,2022-11-03,Other,Medium,1,5
TKT_003658,CUST_03275,2023-01-22,Product Quality,Low,7,5
TKT_003659,CUST_04672,2024-02-27,Delivery,Medium,2,3
TKT_003660,CUST_04013,2022-07-16,Delivery,Low,7,1
TKT_003661,CUST_02455,2022-08-04,App Issue,Medium,3,5
TKT_003662,CUST_04297,2023-06-01,Delivery,Low,3,4
TKT_003663,CUST_00398,2023-12-20,Return,Medium,,5
TKT_003664,CUST_00361,2022-11-25,Product Quality,Medium,1,2
TKT_003665,CUST_04704,2023-04-24,Account,Low,,3
TKT_003666,CUST_01549,2022-07-12,Payment,Low,3,1
TKT_003667,CUST_01774,2023-02-04,Payment,High,,4
TKT_003668,CUST_00389,2022-10-28,Product Quality,Low,2,4
TKT_003669,CUST_03838,2023-07-07,Delivery,Medium,,5
TKT_003670,CUST_03988,2022-03-19,Product Quality,Low,3,
TKT_003671,CUST_00944,2024-06-02,Account,Low,1,2
TKT_003672,CUST_02101,2022-03-10,Account,Low,1,3
TKT_003673,CUST_00367,2022-03-31,Other,High,7,2
TKT_003674,CUST_00767,2023-02-19,Other,Low,5,5
TKT_003675,CUST_04530,2023-03-13,App Issue,Medium,5,4
TKT_003676,CUST_03270,2022-06-06,Other,Medium,7,4
TKT_003677,CUST_00207,2022-09-01,Product Quality,High,1,4
TKT_003678,CUST_04668,2022-07-15,Product Quality,Medium,10,4
TKT_003679,CUST_01740,2023-12-31,Return,Medium,3,3
TKT_003680,CUST_03892,2022-06-16,Delivery,Medium,7,4
TKT_003681,CUST_02281,2023-06-24,Other,High,1,5
TKT_003682,CUST_03123,2023-08-10,Delivery,High,2,5
TKT_003683,CUST_02692,2022-07-08,Return,Medium,5,5
TKT_003684,CUST_04056,2023-05-25,Return,High,2,4
TKT_003685,CUST_01146,2023-03-27,Delivery,Low,1,5
TKT_003686,CUST_03525,2023-12-09,Product Quality,Medium,3,5
TKT_003687,CUST_00544,2024-03-12,Other,Medium,2,4
TKT_003688,CUST_04674,2024-06-10,Payment,Medium,1,5
TKT_003689,CUST_01735,2023-04-10,Delivery,Low,2,5
TKT_003690,CUST_01189,2022-08-18,Account,Low,10,3
TKT_003691,CUST_00686,2023-02-11,Other,Low,1,5
TKT_003692,CUST_04567,2023-09-05,Other,Medium,3,5
TKT_003693,CUST_04017,2022-10-25,Payment,Low,1,4
TKT_003694,CUST_01026,2022-06-17,Other,High,1,4
TKT_003695,CUST_00117,2022-12-22,App Issue,Medium,,3
TKT_003696,CUST_02880,2022-03-21,Return,Medium,1,4
TKT_003697,CUST_04852,2023-01-16,Product Quality,Medium,2,3
TKT_003698,CUST_02834,2023-05-25,Product Quality,Medium,3,2
TKT_003699,CUST_04516,2023-12-29,Return,Medium,2,4
TKT_003700,CUST_03575,2022-02-01,Product Quality,Medium,3,4
TKT_003701,CUST_00456,2022-07-04,Payment,Medium,7,4
TKT_003702,CUST_04909,2022-10-17,Product Quality,High,3,5
TKT_003703,CUST_04715,2024-03-10,Product Quality,Low,1,3
TKT_003704,CUST_03397,2023-04-16,Return,Medium,1,1
TKT_003705,CUST_01014,2024-03-26,Product Quality,Low,2,4
TKT_003706,CUST_03214,2023-06-13,App Issue,Medium,3,4
TKT_003707,CUST_03194,2023-07-11,Payment,Medium,1,1
TKT_003708,CUST_03174,2023-03-12,Delivery,Medium,3,1
TKT_003709,CUST_00246,2022-07-07,Account,Medium,3,5
TKT_003710,CUST_00040,2022-03-14,Return,Low,3,4
TKT_003711,CUST_00987,2023-07-02,Return,Medium,2,5
TKT_003712,CUST_04482,2023-01-07,Account,Low,2,4
TKT_003713,CUST_00964,2022-07-21,Delivery,Medium,2,2
TKT_003714,CUST_03503,2022-01-09,Account,High,7,5
TKT_003715,CUST_02292,2022-09-28,Delivery,Low,2,5
TKT_003716,CUST_00202,2022-07-03,Delivery,Low,3,5
TKT_003717,CUST_04322,2023-01-06,Payment,Medium,3,4
TKT_003718,CUST_00202,2022-03-17,App Issue,Medium,2,3
TKT_003719,CUST_04614,2024-02-29,Payment,High,2,5
TKT_003720,CUST_00313,2022-04-09,Account,Low,7,5
TKT_003721,CUST_00290,2022-02-03,App Issue,Medium,2,4
TKT_003722,CUST_01803,2022-01-12,Account,High,3,4
TKT_003723,CUST_02461,2023-06-08,Return,High,1,5
TKT_003724,CUST_02095,2022-07-30,Product Quality,Low,3,5
TKT_003725,CUST_03554,2023-04-03,Product Quality,Medium,7,3
TKT_003726,CUST_02027,2023-04-23,Other,High,2,5
TKT_003727,CUST_02724,2023-05-10,Other,High,1,4
TKT_003728,CUST_01345,2022-06-07,Other,Medium,7,4
TKT_003729,CUST_03852,2024-02-04,Product Quality,High,2,4
TKT_003730,CUST_00311,2023-06-23,Delivery,Medium,1,
TKT_003731,CUST_01399,2023-11-19,Delivery,High,2,5
TKT_003732,CUST_02300,2023-11-27,Delivery,Medium,1,4
TKT_003733,CUST_03353,2022-02-14,Product Quality,Medium,2,4
TKT_003734,CUST_02830,2023-12-11,Other,High,5,5
TKT_003735,CUST_04678,2024-06-05,Delivery,Medium,5,1
TKT_003736,CUST_02497,2022-09-05,Delivery,Low,1,2
TKT_003737,CUST_03765,2023-12-16,Delivery,Low,7,5
TKT_003738,CUST_01402,2023-09-27,Delivery,Medium,2,2
TKT_003739,CUST_02353,2022-11-18,Payment,Medium,2,5
TKT_003740,CUST_00166,2022-12-27,Account,Low,3,
TKT_003741,CUST_01160,2022-05-22,Account,High,3,4
TKT_003742,CUST_01924,2022-08-25,Payment,Low,2,5
TKT_003743,CUST_00776,2023-01-03,App Issue,Medium,2,4
TKT_003744,CUST_04714,2023-07-18,Delivery,High,2,4
TKT_003745,CUST_00557,2024-03-02,Other,High,5,2
TKT_003746,CUST_00366,2024-03-24,Delivery,Low,7,4
TKT_003747,CUST_02659,2024-03-08,Return,Low,10,5
TKT_003748,CUST_00710,2023-07-31,Product Quality,Medium,10,4
TKT_003749,CUST_02331,2023-05-21,Return,Medium,7,3
TKT_003750,CUST_01821,2023-05-17,Product Quality,Low,,4
TKT_003751,CUST_03223,2023-02-13,Product Quality,Medium,1,3
TKT_003752,CUST_04882,2022-02-17,Other,High,3,5
TKT_003753,CUST_03409,2022-04-18,App Issue,High,1,5
TKT_003754,CUST_01545,2022-01-15,Payment,High,7,
TKT_003755,CUST_03754,2023-03-07,Delivery,Medium,7,4
TKT_003756,CUST_00599,2022-02-14,Return,Medium,2,5
TKT_003757,CUST_00072,2024-03-25,Payment,High,5,4
TKT_003758,CUST_04465,2022-02-14,Other,Medium,7,2
TKT_003759,CUST_03963,2023-10-23,Delivery,Medium,10,5
TKT_003760,CUST_03262,2024-06-03,Return,Medium,5,5
TKT_003761,CUST_04110,2022-03-03,Account,Low,3,
TKT_003762,CUST_00398,2022-07-17,Account,Medium,1,4
TKT_003763,CUST_00037,2022-08-11,Payment,Medium,2,3
TKT_003764,CUST_00655,2023-03-07,Delivery,Medium,1,
TKT_003765,CUST_03643,2023-08-31,Return,Medium,2,2
TKT_003766,CUST_01098,2023-11-05,Product Quality,Medium,7,5
TKT_003767,CUST_04061,2024-01-19,Other,Medium,1,5
TKT_003768,CUST_04912,2023-01-26,Other,Medium,1,3
TKT_003769,CUST_04658,2024-01-20,Product Quality,Medium,3,4
TKT_003770,CUST_01621,2023-02-16,Return,Medium,10,2
TKT_003771,CUST_03053,2022-11-02,App Issue,Low,10,4
TKT_003772,CUST_04209,2023-03-02,Other,Low,7,4
TKT_003773,CUST_00883,2022-05-26,Product Quality,High,5,5
TKT_003774,CUST_00838,2023-08-07,Product Quality,Medium,2,5
TKT_003775,CUST_04489,2022-04-10,Product Quality,Low,1,
TKT_003776,CUST_03261,2022-09-08,Return,High,5,5
TKT_003777,CUST_04889,2023-12-18,Payment,Low,2,5
TKT_003778,CUST_04865,2023-02-05,Payment,High,2,3
TKT_003779,CUST_01206,2022-09-26,App Issue,Low,1,5
TKT_003780,CUST_03858,2023-08-13,Return,Medium,3,4
TKT_003781,CUST_03521,2022-01-04,Return,High,2,4
